,postcode,archetype,l_pc6_consumption_kwh_m3,case1_kwh_m3,case2_kwh_m3,case3_kwh_m3,case4_kwh_m3,case5_kwh_m3,case6_kwh_m3,case7_kwh_m3,case8_kwh_m3,case9_kwh_m3,case10_kwh_m3,case11_kwh_m3,case12_kwh_m3,case13_kwh_m3,case14_kwh_m3,case15_kwh_m3,case16_kwh_m3,case17_kwh_m3,case18_kwh_m3,case19_kwh_m3,case20_kwh_m3,case21_kwh_m3,case22_kwh_m3,case23_kwh_m3,case24_kwh_m3,case25_kwh_m3
0,1097EZ,SFH_1964,151.43957351586,129.344130010963,134.516587688862,139.709079986328,144.919102575915,150.145238535517,144.220757686938,150.241984658956,156.290067247665,162.363588530956,168.465613014783,159.83639262121,166.791503068834,173.787967870993,180.821536261365,187.883871465689,176.307354233309,184.253420460966,192.23985249285,200.262794982761,208.317733550963,193.55676626098,202.545917821557,211.599259248775,220.712506824635,229.883683448521
1,1097HN,TH_75_91,129.119621303748,88.8629822723392,95.28214145148,101.741275315837,108.242758119442,114.783327281925,98.8994386031763,106.366806709938,113.898263524151,121.490191134908,129.129668431839,109.426977885127,118.023618735713,126.698432304056,135.459526586914,144.28703537709,120.460604757612,130.289015060056,140.212847762604,150.216016082843,160.296743368095,132.07490633026,143.183669459564,154.405233882424,165.742409940347,177.197491130423
2,1097HP,TH_75_91,112.053930904319,91.1940210641488,97.6472788300405,104.144949503784,110.682840556475,117.262760226088,101.410325382927,108.921952584904,116.503558596495,124.137861829059,131.815846924693,112.122275480116,120.772963446193,129.513830823258,138.334054015433,147.210435912703,123.369438185796,133.265769628586,143.246339129019,153.308615153929,163.44562307113,135.188133251283,146.368856127384,157.661173118485,169.080557575253,180.607713015303
3,1097HR,MFH_75_91,51.9100679101977,31.3362244821292,34.8279120189766,38.3571029652673,41.9162470667361,45.5008065443044,35.3432359388708,39.4249682200193,43.5524977505234,47.7197233148155,51.9200289072641,39.5757063771409,44.2987908122557,49.0713332260669,53.8843152593133,58.7354680224556,44.051710648059,49.4399038452572,54.9006824414134,60.4288985358923,66.009432553865,48.7495703700607,54.8809297560127,61.099917850557,67.4027976591585,73.7650308554553
4,1097HS,MFH_75_91,42.0146422067224,22.5230411518019,25.5289280226184,28.5683554378658,31.6354464253162,34.7246682705291,25.7147042786128,29.2359696470318,32.7981771023113,36.3940726410736,40.0124678852276,29.1131433864505,33.1882949449787,37.3056180824653,41.4669570370571,45.6691151292996,32.7054733981288,37.3736089954798,42.1107190995237,46.8998367193092,51.7364127340742,36.5157923587668,41.8362964632698,47.2422502685776,52.7117688153475,58.2282539602576
5,1097HT,MFH_75_91,38.0906580575038,22.527632825676,25.5226870527281,28.5488784676352,31.6028972118456,34.678368742964,25.7080391316125,29.215140735318,32.763309102533,36.3440857058481,39.9476635569624,29.0941470171574,33.1530143001345,37.2535612833898,41.397504189876,45.5823912725178,32.6716137619209,37.3224553762026,42.039739336222,46.8087551595279,51.6257026381537,36.4674085837301,41.7669824741071,47.1515094006394,52.5995365764192,58.0931662477975
6,1097HW,MFH_75_91,47.1855246343045,31.1773200039835,34.6803250105014,38.218497816328,41.7882157952523,45.3845146076516,35.1430074265025,39.2357700170198,43.375895090964,47.5550342093299,51.7669707666443,39.3322839350889,44.0671309326551,48.8541407660761,53.6815212652572,58.5481990594692,43.7624129089709,49.1651201190141,54.6417259221788,60.1877728483533,65.7861465975773,48.4115244195406,54.5601795626116,60.7989978469371,67.1190643322939,73.500551476045
7,1097HZ,TH_75_91,87.3329949302219,73.5422284044874,79.3495132755471,85.198857556591,91.0895845737025,97.0210770682356,81.8323222997271,88.5914695156113,95.4168647583661,102.295601710848,109.219791345443,90.5328304784233,98.315735817571,106.182779781777,114.126007326461,122.1302345491,99.6630430984751,108.558103280348,117.546445437276,126.616153506628,135.76250727523,109.258609322324,119.318241819104,129.492017652665,139.784954112535,150.182989584639
8,1097JE,MFH_75_91,56.2439405276146,31.2273568002217,34.7638582772332,38.3368780417183,41.9426484138107,45.5760215742279,35.1892434377459,39.3202424868062,43.4990124928871,47.7190254972899,51.9733304328816,39.3705420204215,44.1488566777303,48.982054543358,53.8563644451732,58.7701644675115,43.7948156584281,49.245892874098,54.7697749624773,60.3663914054936,66.0189186058831,48.433423940376,54.6294439984755,60.9243908380895,67.3005342010241,73.7416549306357
9,1097JG,TH_75_91,88.4733462077151,71.0898002601961,76.763306292959,82.4793002021946,88.2357416545426,94.0318774428279,79.1282052059823,85.7315661540001,92.4008184284382,99.1236532892575,105.88999619323,87.5626858927495,95.1683304122283,102.856541692928,110.618866017187,118.439857870782,96.4170970591325,105.109807039568,113.892075577786,122.754209501281,131.692490445517,105.722669789139,115.550275475194,125.492514843977,135.552216395005,145.714220642095
